Unnamed: 0,station,sample number,longitude (° E),latitude (°N),Cr(mg/kg),Cu(mg/kg),Zn(mg/kg),As(mg/kg),Cd(mg/kg),Pb(mg/kg),Hg(mg/kg),Ni(mg/kg),Al2O3 (%),clay (%),silt (%),sand (%),"mean grain size(Mz, Φ)",water depth (m)
,384,BC384,118.26,38.93,27.224,19.049,100.943,13.968,0.378,14.161,0.014,39.1,12.231,100.0,0.0,0.0,5.5,30.53
,385,BC385,118.99,38.93,113.064,15.32,102.957,7.44,0.189,15.87,0.081,26.338,12.241,0.02,99.97,0.0,7.05,29.54
,386,BC386,118.68,38.79,26.621,46.262,102.516,9.328,0.339,30.514,0.199,50.294,11.81,100.0,0.0,0.0,6.55,33.49
,387,BC387,118.87,38.74,72.882,47.54,126.584,13.702,0.413,19.698,0.028,52.424,11.751,0.0,100.0,0.0,3.92,25.82
,388,BC388,118.99,38.85,13.115,37.227,84.927,4.806,0.296,14.161,0.16,29.768,11.837,0.1,99.89,0.01,5.1,29.49
,389,BC389,118.35,38.96,73.141,20.767,122.71,8.523,0.404,26.252,0.198,44.058,12.813,2.96,87.07,9.98,4.49,33.81
,390,BC390,118.73,38.77,52.917,29.736,46.915,5.96,0.168,14.161,0.157,19.777,11.793,93.06,0.06,6.88,3.08,30.62
,391,BC391,118.39,38.95,108.167,49.879,86.392,13.741,0.27,26.253,0.199,49.765,8.911,25.37,57.92,16.71,7.28,21.44
,392,BC392,118.48,38.73,128.043,35.188,60.487,14.836,0.411,20.055,0.053,66.878,11.87,96.44,0.25,3.31,7.23,12.5
,393,BC393,118.69,38.92,17.289,24.968,120.846,13.664,0.33,27.506,0.102,8.356,10.307,0.01,99.99,0.0,7.57,34.22
,394,BC394,118.67,38.89,59.835,30.904,126.584,4.806,0.414,20.611,0.151,57.487,10.804,100.0,0.0,0.0,7.64,36.04
,395,BC395,118.81,38.71,75.312,38.993,102.944,8.048,0.209,17.963,0.142,66.92,11.859,46.2,0.47,53.33,4.8,23.18
,396,BC396,118.58,38.8,59.148,34.433,111.073,11.907,0.206,33.422,0.123,25.14,11.829,93.86,0.76,5.38,2.75,19.66
,397,BC397,118.26,38.77,26.124,45.553,98.337,8.601,0.428,26.697,0.081,24.931,12.231,100.0,0.0,0.0,7.31,19.3
,398,BC398,118.44,38.87,36.363,13.271,78.247,19.688,0.352,22.23,0.121,32.684,12.034,61.71,0.85,37.44,7.44,30.83
,399,BC399,118.8,38.96,70.97,39.541,100.604,14.893,0.182,35.312,0.119,52.415,12.216,98.47,0.01,1.52,3.82,33.64
,400,BC400,118.85,38.9,56.264,15.192,116.066,13.829,0.399,27.212,0.124,39.255,12.239,40.95,59.05,0.0,7.22,22.04
,401,BC401,118.69,38.98,69.653,49.879,110.666,5.56,0.396,19.246,0.058,18.055,12.269,0.0,100.0,0.0,6.53,20.95
,402,BC402,118.26,38.82,63.945,25.455,77.17,14.993,0.442,14.161,0.093,28.657,12.366,45.12,31.72,23.16,6.63,31.67
,403,BC403,118.97,38.67,114.257,27.502,126.584,10.027,0.307,18.531,0.071,30.592,11.786,92.42,0.07,7.52,1.95,26.01
,404,BC404,118.87,38.67,100.187,48.088,111.701,4.806,0.464,26.658,0.158,42.673,10.361,100.0,0.0,0.0,4.86,29.27
,405,BC405,118.26,38.81,114.011,35.97,113.487,11.975,0.212,14.161,0.18,63.971,11.753,1.81,8.01,90.18,4.29,20.74
,406,BC406,118.63,38.81,107.886,49.879,48.263,11.35,0.323,22.169,0.019,68.143,11.418,100.0,0.0,0.0,2.16,26.02
,407,BC407,118.68,38.88,119.461,24.727,126.584,5.453,0.458,16.636,0.137,59.189,11.471,22.39,22.74,54.87,7.39,27.16
,408,BC408,118.49,38.94,122.05,36.361,98.932,11.902,0.194,31.113,0.19,48.279,10.218,26.18,48.09,25.72,2.63,31.56
,409,BC409,118.36,38.74,55.689,18.589,92.175,11.985,0.352,25.285,0.176,52.434,12.043,73.86,20.1,6.04,7.44,22.2
,410,BC410,118.32,38.81,11.326,49.151,87.843,4.806,0.492,22.161,0.115,52.64,12.306,40.95,59.05,0.0,7.65,31.3
,411,BC411,118.3,38.81,29.475,27.594,52.279,13.599,0.353,20.54,0.178,62.573,12.523,82.06,3.34,14.6,4.57,23.26
,412,BC412,118.84,38.89,53.623,34.84,45.649,4.806,0.457,26.212,0.199,41.041,12.743,2.35,70.95,26.69,7.1,34.49
,413,BC413,118.64,38.73,91.973,46.795,105.301,18.463,0.382,14.161,0.19,26.973,11.848,0.0,100.0,0.0,7.95,26.56
,414,BC414,118.85,38.98,76.834,33.919,126.584,4.806,0.383,25.333,0.199,60.864,12.755,0.55,14.19,85.26,7.26,27.64
,415,BC415,118.41,38.95,73.279,39.614,69.033,6.348,0.376,31.415,0.014,64.827,10.543,57.95,40.56,1.49,7.13,26.05
,416,BC416,118.64,38.81,99.294,49.362,102.353,5.236,0.47,28.355,0.045,34.941,12.307,100.0,0.0,0.0,6.48,26.25
,417,BC417,118.93,38.79,127.424,29.658,56.977,13.729,0.41,29.175,0.199,46.749,10.618,90.18,0.58,9.23,7.19,26.8
,418,BC418,118.81,38.95,121.105,3.508,85.87,15.982,0.283,29.105,0.114,24.854,12.564,0.0,100.0,0.0,6.9,26.76
,419,BC419,118.9,38.74,86.829,40.301,73.366,8.484,0.407,25.193,0.039,22.14,10.989,87.9,12.1,0.0,3.92,31.18
,420,BC420,118.51,38.91,20.602,25.174,118.937,8.327,0.451,30.07,0.018,43.432,12.398,95.87,1.07,3.06,8.23,31.82
,421,BC421,118.86,38.69,78.483,12.987,116.17,11.381,0.471,14.769,0.098,58.939,11.277,63.37,0.32,36.31,7.83,21.72
,422,BC422,118.53,38.98,36.396,27.083,89.27,4.806,0.189,22.302,0.049,46.356,10.976,0.0,100.0,0.0,6.97,30.58
,423,BC423,118.99,38.79,54.477,24.891,76.143,14.876,0.308,23.44,0.199,11.32,11.893,100.0,0.0,0.0,6.61,17.28
,424,BC424,118.42,38.98,123.947,42.768,58.178,4.806,0.275,30.667,0.19,35.279,12.761,26.45,0.64,72.91,3.88,36.04
,425,BC425,118.61,38.95,39.179,49.48,38.493,17.58,0.314,14.161,0.159,25.614,12.325,0.0,100.0,0.0,3.76,31.52
,426,BC426,118.69,38.9,115.546,38.137,79.987,4.806,0.124,22.466,0.199,57.603,11.778,0.0,100.0,0.0,7.61,24.16
,427,BC427,118.99,38.89,77.256,43.055,84.685,13.175,0.2,27.815,0.199,45.422,12.497,2.93,96.84,0.24,7.28,32.37
,428,BC428,118.36,38.76,57.344,45.266,26.86,9.625,0.457,30.363,0.069,58.896,12.051,5.93,91.28,2.79,1.4,27.35
,429,BC429,118.65,38.95,45.477,42.079,116.114,6.51,0.443,26.683,0.158,67.502,12.028,78.35,19.3,2.35,2.68,23.89
,430,BC430,118.96,38.83,85.3,47.341,112.768,12.626,0.403,28.959,0.168,33.62,12.545,0.0,100.0,0.0,3.45,31.43
,431,BC431,118.68,38.9,110.535,45.522,77.252,14.684,0.483,29.79,0.13,54.627,11.724,94.51,0.05,5.44,4.78,36.04
,432,BC432,118.6,38.9,64.712,38.129,84.95,10.149,0.195,20.117,0.119,44.105,10.665,58.8,0.36,40.84,7.67,29.2
,433,BC433,118.57,38.79,36.142,22.023,79.929,10.349,0.309,14.624,0.11,31.454,12.554,7.17,10.01,82.82,4.57,36.04
,434,BC434,118.61,38.83,52.974,21.867,60.996,13.583,0.371,19.711,0.175,55.478,12.42,55.61,44.39,0.0,6.76,27.21
,435,BC435,118.26,38.89,28.924,23.669,119.313,4.806,0.417,15.931,0.014,40.061,12.873,0.0,100.0,0.0,4.8,21.89
,436,BC436,118.26,38.82,108.873,21.2,72.294,12.918,0.328,17.401,0.157,23.625,10.971,86.23,1.93,11.84,7.77,31.71
,437,BC437,118.99,38.79,90.588,36.486,97.855,9.758,0.395,27.039,0.17,40.163,11.578,100.0,0.0,0.0,3.42,27.72
,438,BC438,118.82,38.83,87.029,32.075,43.708,8.919,0.37,33.328,0.171,42.538,12.018,100.0,0.0,0.0,2.32,19.89
,439,BC439,118.41,38.98,92.685,31.947,109.127,6.583,0.277,20.503,0.199,18.793,12.826,98.78,0.28,0.94,8.23,24.93
,440,BC440,118.26,38.67,55.499,4.928,108.853,8.798,0.255,35.101,0.199,20.222,11.521,43.77,6.59,49.64,3.29,19.04
,441,BC441,118.67,38.86,25.26,46.318,82.614,14.531,0.453,14.332,0.123,27.359,12.012,99.99,0.0,0.01,7.44,33.75
,442,BC442,118.5,38.86,30.096,43.326,125.309,7.791,0.344,16.18,0.124,27.492,12.054,92.16,7.84,0.0,5.76,26.99
,443,BC443,118.64,38.96,131.042,48.023,93.128,10.401,0.262,30.131,0.147,15.155,11.747,99.14,0.02,0.85,2.86,32.85
,444,BC444,118.29,38.73,114.036,27.043,101.998,4.806,0.407,29.32,0.099,31.124,12.553,7.18,81.66,11.16,7.21,32.95
,445,BC445,118.53,38.85,52.625,27.736,126.348,5.524,0.317,24.904,0.104,33.246,10.797,77.4,0.57,22.02,2.92,28.92
,446,BC446,118.96,38.82,126.668,38.544,106.978,8.589,0.434,24.091,0.182,59.718,10.714,43.61,2.06,54.33,4.63,36.04
,447,BC447,118.77,38.8,78.812,27.251,114.472,12.891,0.154,32.328,0.144,28.947,12.064,37.73,2.44,59.83,5.17,23.23
,448,BC448,118.86,38.82,54.161,49.879,84.765,15.639,0.507,19.581,0.141,27.809,11.674,100.0,0.0,0.0,7.73,20.46
,449,BC449,118.71,38.86,96.875,33.765,103.264,11.002,0.389,27.325,0.086,22.482,12.641,99.23,0.01,0.76,7.19,36.04
,450,BC450,118.26,38.67,86.626,42.36,126.584,8.468,0.16,20.577,0.122,28.083,11.993,66.67,33.02,0.31,4.33,27.02
,451,BC451,118.26,38.84,44.054,20.059,107.351,7.959,0.474,22.425,0.199,10.192,12.009,8.52,80.17,11.31,7.69,30.5
,452,BC452,118.69,38.98,98.22,40.799,89.503,8.046,0.336,27.644,0.174,58.708,11.392,0.02,99.98,0.0,7.43,36.04
,453,BC453,118.28,38.81,74.883,14.407,78.361,11.307,0.234,30.325,0.074,41.016,12.272,0.0,100.0,0.0,7.64,30.12
,454,BC454,118.99,38.84,110.881,49.879,52.81,5.826,0.307,18.521,0.197,31.076,12.092,27.7,46.11,26.19,7.0,31.64
,455,BC455,118.4,38.87,22.021,49.879,53.524,6.007,0.342,14.161,0.133,33.003,12.004,96.94,0.28,2.78,2.45,18.95
,456,BC456,118.62,38.79,133.26,49.879,122.44,7.328,0.383,14.161,0.19,60.283,12.725,78.42,12.64,8.94,2.34,25.62
,457,BC457,118.84,38.79,67.918,35.668,125.658,10.376,0.187,34.739,0.133,50.652,11.869,43.04,15.03,41.93,7.42,32.04
,458,BC458,118.99,38.85,70.986,24.182,126.584,10.531,0.412,22.924,0.094,58.747,13.283,78.71,2.75,18.54,7.97,24.28
,459,BC459,118.96,38.79,135.453,17.117,104.203,13.093,0.342,27.027,0.199,19.884,12.531,0.0,100.0,0.0,7.04,28.18
,460,BC460,118.7,38.91,107.052,20.999,116.144,8.852,0.35,27.958,0.189,31.3,12.068,0.0,100.0,0.0,7.56,24.5
,461,BC461,118.99,38.95,91.169,31.428,106.65,10.833,0.498,29.875,0.142,39.363,12.01,100.0,0.0,0.0,7.35,23.68
,462,BC462,118.47,38.86,74.595,49.879,126.584,5.947,0.504,17.204,0.177,46.81,12.948,81.05,5.14,13.81,7.32,24.56
,463,BC463,118.74,38.88,32.807,42.671,74.537,8.937,0.388,29.479,0.122,41.247,13.003,77.81,0.23,21.97,7.56,27.63
,464,BC464,118.99,38.94,88.57,10.043,63.195,6.352,0.299,28.466,0.154,66.657,12.421,17.64,64.2,18.16,4.25,23.15
,465,BC465,118.72,38.98,11.326,41.616,111.616,9.715,0.239,18.378,0.133,67.567,11.251,27.04,4.15,68.81,2.3,23.2
,466,BC466,118.68,38.98,64.132,31.853,69.828,4.806,0.502,26.095,0.199,24.356,12.243,84.38,0.6,15.02,6.55,22.59
,467,BC467,118.79,38.98,26.866,32.144,124.21,4.896,0.428,29.275,0.199,50.908,9.853,0.0,100.0,0.0,5.2,32.2
,468,BC468,118.77,38.91,102.884,46.993,93.797,9.627,0.34,24.937,0.127,42.833,12.106,0.0,100.0,0.0,6.49,28.23
,469,BC469,118.77,38.68,92.715,16.38,121.935,8.27,0.325,25.775,0.124,30.67,10.845,100.0,0.0,0.0,3.08,21.64
,470,BC470,118.95,38.87,105.593,49.879,76.531,4.806,0.379,18.555,0.177,59.84,9.889,98.64,0.01,1.35,7.64,30.95
,471,BC471,118.84,38.87,36.95,48.693,93.845,9.0,0.146,32.657,0.169,37.04,12.769,0.0,100.0,0.0,6.29,32.97
,472,BC472,118.87,38.98,97.083,11.562,73.826,8.758,0.11,25.003,0.199,27.884,12.476,100.0,0.0,0.0,4.38,23.45
,473,BC473,118.6,38.78,82.829,49.879,105.865,11.102,0.412,31.961,0.172,67.738,12.102,0.0,100.0,0.0,7.21,31.26
,474,BC474,118.84,38.75,115.396,38.955,47.304,4.806,0.234,28.668,0.068,33.681,12.217,84.0,16.0,0.0,2.43,25.81
,475,BC475,118.99,38.95,45.686,27.159,95.046,9.364,0.312,21.535,0.168,70.337,11.015,100.0,0.0,0.0,6.43,24.35
,476,BC476,118.6,38.95,96.853,28.767,110.492,9.201,0.306,24.382,0.174,59.006,12.512,1.41,96.12,2.47,3.46,25.09
,477,BC477,118.69,38.95,33.347,39.403,123.153,10.306,0.203,25.398,0.163,46.398,11.846,0.0,100.0,0.0,7.15,28.07
,478,BC478,118.68,38.97,76.842,46.892,90.478,5.203,0.503,29.865,0.142,50.423,11.858,100.0,0.0,0.0,4.85,32.21
,479,BC479,118.58,38.83,110.963,30.47,58.193,10.909,0.309,23.019,0.094,54.104,12.484,100.0,0.0,0.0,1.4,36.04
,480,BC480,118.67,38.75,86.679,41.331,102.79,7.441,0.272,30.574,0.12,34.118,6.25,0.0,100.0,0.0,5.97,27.26
,481,BC481,118.93,38.84,118.912,11.272,94.615,4.806,0.366,27.176,0.042,56.028,11.384,74.19,25.81,0.0,4.6,27.68
,482,BC482,118.69,38.78,49.494,49.879,47.134,4.806,0.147,19.019,0.049,27.188,6.25,85.35,1.46,13.19,6.98,30.41
,483,BC483,118.97,38.74,80.233,49.879,110.929,9.396,0.315,26.167,0.19,38.65,12.397,44.13,53.12,2.75,1.4,30.29
,484,BC484,118.99,38.94,92.167,13.062,100.284,5.037,0.482,27.193,0.039,21.971,10.371,100.0,0.0,0.0,3.13,27.87
,485,BC485,118.75,38.91,63.946,40.941,109.069,12.588,0.397,23.589,0.151,34.71,11.619,0.0,100.0,0.0,6.89,31.48
,486,BC486,118.86,38.98,57.299,38.123,98.829,7.246,0.336,24.532,0.014,57.584,12.471,0.0,100.0,0.0,7.33,36.04
,487,BC487,118.54,38.98,11.326,30.597,83.718,11.123,0.394,14.161,0.085,61.605,12.624,0.0,100.0,0.0,3.41,28.62
,488,BC488,118.68,38.98,37.074,22.074,109.217,4.806,0.413,26.251,0.06,19.936,12.513,100.0,0.0,0.0,4.83,30.32
,489,BC489,118.69,38.81,107.825,26.62,117.282,14.016,0.389,24.162,0.194,17.291,12.081,0.0,100.0,0.0,2.41,30.22
,490,BC490,118.48,38.91,96.611,32.245,63.74,11.939,0.156,16.8,0.199,5.989,11.634,7.42,1.23,91.35,4.83,17.16
,491,BC491,118.83,38.67,56.609,44.523,86.499,15.755,0.301,30.635,0.119,30.506,12.106,99.77,0.23,0.0,3.74,29.78
,492,BC492,118.26,38.88,88.387,30.467,106.297,6.923,0.447,23.688,0.099,43.966,11.548,94.21,0.05,5.74,1.4,26.98
,493,BC493,118.97,38.94,55.024,7.951,115.783,8.568,0.412,20.333,0.181,33.275,9.963,0.0,100.0,0.0,7.5,35.56
,494,BC494,118.66,38.98,57.171,23.401,90.133,13.408,0.322,28.63,0.129,57.15,6.25,17.89,71.63,10.49,7.58,35.9
,495,BC495,118.75,38.78,103.527,49.879,82.68,6.008,0.375,15.584,0.104,51.378,11.689,67.91,32.09,0.0,3.79,36.04
,496,BC496,118.74,38.97,122.528,41.966,97.857,4.806,0.457,25.285,0.078,57.281,12.709,9.06,2.54,88.4,5.39,28.28
,497,BC497,118.97,38.87,125.515,35.232,105.957,11.993,0.302,16.286,0.081,40.34,11.687,0.61,99.37,0.03,3.69,28.32
,498,BC498,118.3,38.93,60.516,37.064,81.999,16.383,0.123,31.514,0.14,14.184,10.663,100.0,0.0,0.0,3.95,19.98
,499,BC499,118.74,38.75,53.799,42.348,92.475,9.017,0.443,19.916,0.022,66.671,10.703,75.4,3.84,20.76,7.4,31.78
,500,BC500,118.31,38.98,32.127,30.714,126.584,12.463,0.385,15.029,0.085,36.799,10.135,4.65,91.05,4.3,7.8,29.86
,501,BC501,118.69,38.94,103.448,40.445,96.043,10.463,0.417,26.427,0.029,41.872,11.475,98.8,0.09,1.11,6.62,26.55
,502,BC502,118.61,38.86,87.284,40.247,107.779,12.508,0.298,14.162,0.14,33.385,12.939,14.6,71.33,14.07,7.35,32.73
,503,BC503,118.69,38.88,37.503,43.355,54.27,5.197,0.33,23.571,0.139,60.264,9.668,2.85,81.36,15.79,4.2,28.77
,504,BC504,118.52,38.67,110.644,43.98,68.237,9.026,0.177,29.072,0.173,53.113,12.016,40.52,1.01,58.47,5.19,34.05
,505,BC505,118.99,38.98,95.785,47.916,103.765,4.806,0.456,33.447,0.154,25.823,12.67,0.0,100.0,0.0,5.11,36.04
,506,BC506,118.85,38.98,78.572,33.417,119.601,5.197,0.352,14.621,0.014,59.938,10.822,0.14,92.07,7.79,7.7,30.44
,507,BC507,118.47,38.96,103.338,25.721,86.169,4.806,0.421,28.097,0.191,61.761,11.724,92.62,3.43,3.95,5.72,14.1
,508,BC508,118.89,38.67,86.08,16.277,95.018,8.269,0.269,14.161,0.072,50.101,12.087,99.21,0.09,0.71,3.88,27.74
,509,BC509,118.32,38.79,109.869,49.822,65.385,14.364,0.428,18.839,0.094,43.965,9.455,66.25,0.59,33.15,7.91,29.19
,510,BC510,118.32,38.8,47.983,25.879,93.954,6.231,0.305,33.99,0.199,40.679,11.678,100.0,0.0,0.0,3.0,26.19
,511,BC511,118.79,38.77,113.886,29.81,83.465,12.053,0.147,29.265,0.199,41.647,12.046,10.21,76.94,12.86,3.66,27.9
,512,BC512,118.81,38.69,66.511,48.455,121.869,7.657,0.343,29.181,0.136,48.536,10.301,2.33,87.23,10.44,6.94,26.76
,513,BC513,118.52,38.86,48.729,6.787,112.953,11.037,0.201,30.282,0.198,34.039,12.382,92.87,3.44,3.69,3.09,31.83
,514,BC514,118.34,38.83,87.146,20.714,118.589,8.221,0.3,24.85,0.199,21.427,13.37,95.99,0.12,3.89,5.23,28.49
,515,BC515,118.45,38.67,63.232,17.994,102.679,4.849,0.444,22.563,0.181,58.035,10.357,36.05,60.09,3.86,6.76,22.62
,516,BC516,118.37,38.9,79.178,35.079,126.584,16.508,0.343,21.315,0.199,30.524,11.912,97.14,2.86,0.0,7.7,22.01
,517,BC517,118.41,38.78,56.384,33.122,111.26,18.602,0.206,24.881,0.137,21.47,10.279,29.44,66.95,3.6,7.2,26.75
,518,BC518,118.84,38.77,35.748,43.895,65.836,11.55,0.216,18.662,0.199,51.866,12.976,0.0,100.0,0.0,3.39,22.87
,519,BC519,118.99,38.73,88.02,49.699,126.584,4.806,0.476,17.281,0.014,67.711,10.593,0.0,100.0,0.0,3.88,33.36
,520,BC520,118.72,38.69,63.831,39.554,100.596,18.987,0.347,25.688,0.177,43.285,9.997,95.26,0.04,4.7,7.19,27.63
,521,BC521,118.79,38.95,89.018,41.795,115.633,6.662,0.513,25.857,0.069,20.466,12.17,89.19,1.18,9.64,4.57,32.82
,522,BC522,118.85,38.98,46.619,27.658,114.412,8.656,0.085,24.093,0.126,17.251,10.199,18.1,2.7,79.2,3.52,32.27
,523,BC523,118.99,38.67,135.537,23.427,113.304,6.994,0.318,27.241,0.199,33.424,10.822,90.59,4.15,5.26,7.23,34.47
,524,BC524,118.26,38.73,13.215,38.427,90.695,6.602,0.441,29.9,0.172,42.257,11.905,100.0,0.0,0.0,6.58,24.02
,525,BC525,118.62,38.74,135.537,49.11,92.772,12.418,0.352,35.312,0.199,57.43,11.807,100.0,0.0,0.0,7.65,26.23
,526,BC526,118.5,38.96,96.834,49.879,95.645,15.076,0.12,15.298,0.137,40.227,11.637,0.01,99.99,0.0,7.31,21.95
,527,BC527,118.65,38.8,57.264,49.879,116.964,6.8,0.277,23.308,0.068,62.932,12.4,100.0,0.0,0.0,7.44,25.16
,528,BC528,118.78,38.82,112.159,29.29,126.584,5.322,0.438,15.923,0.171,56.964,10.044,22.75,77.25,0.0,2.99,14.11
,529,BC529,118.65,38.98,113.906,21.819,126.228,11.83,0.25,14.161,0.199,25.873,9.357,98.37,0.01,1.62,5.56,36.04
,530,BC530,118.43,38.7,38.663,40.352,75.783,9.912,0.379,35.312,0.11,53.629,12.106,100.0,0.0,0.0,7.49,23.25
,531,BC531,118.6,38.87,84.412,18.028,84.509,7.366,0.133,24.459,0.199,35.378,11.617,99.43,0.07,0.5,3.73,22.74
,532,BC532,118.61,38.98,53.804,29.453,85.528,20.589,0.183,14.161,0.192,29.651,12.019,97.84,0.06,2.1,2.67,23.5
,533,BC533,118.8,38.73,46.169,35.734,102.211,10.678,0.488,27.646,0.014,34.247,12.349,14.08,78.09,7.82,4.89,29.32
,534,BC534,118.26,38.7,89.591,40.821,122.571,14.307,0.458,15.641,0.173,24.624,12.609,1.58,88.9,9.52,7.84,32.64
,535,BC535,118.64,38.79,89.348,24.638,126.584,9.68,0.361,21.397,0.151,32.002,9.635,0.0,100.0,0.0,4.59,28.01
,536,BC536,118.81,38.67,41.797,44.727,61.005,12.041,0.334,19.533,0.13,25.706,11.626,0.0,100.0,0.0,6.76,24.63
,537,BC537,118.92,38.98,98.301,45.901,41.093,12.242,0.453,25.961,0.081,33.794,11.797,100.0,0.0,0.0,7.23,25.65
,538,BC538,118.93,38.91,92.895,45.975,126.584,10.825,0.3,31.715,0.17,61.51,10.882,0.0,100.0,0.0,7.02,18.61
,539,BC539,118.72,38.86,40.699,41.087,104.887,16.301,0.366,24.271,0.105,46.112,12.217,0.0,100.0,0.0,3.08,25.05
,540,BC540,118.71,38.87,38.322,32.883,101.598,17.075,0.448,20.652,0.199,30.263,11.624,0.0,100.0,0.0,6.38,23.26
,541,BC541,118.47,38.82,111.645,49.879,68.271,17.14,0.36,33.186,0.18,39.204,12.403,96.47,0.08,3.45,6.95,31.82
,542,BC542,118.9,38.86,98.337,40.123,121.194,10.579,0.093,26.536,0.175,42.2,10.101,0.0,100.0,0.0,2.36,31.69
,543,BC543,118.99,38.76,87.991,31.33,91.304,4.806,0.16,22.541,0.108,25.326,12.459,19.68,2.52,77.8,3.86,27.89
,544,BC544,118.55,38.76,120.418,48.552,110.395,12.789,0.282,31.686,0.125,18.475,12.925,3.04,62.2,34.77,3.48,32.69
,545,BC545,118.82,38.85,55.536,39.443,121.487,4.806,0.444,15.106,0.142,20.122,12.152,100.0,0.0,0.0,5.47,36.04
,546,BC546,118.66,38.95,123.124,43.333,111.848,4.806,0.349,18.014,0.198,26.995,8.135,97.93,0.02,2.05,6.45,19.9
,547,BC547,118.95,38.86,11.326,45.837,120.915,4.806,0.479,16.73,0.128,68.558,11.624,56.65,28.8,14.55,7.91,30.54
,548,BC548,118.26,38.81,51.418,42.822,91.825,9.195,0.342,28.841,0.027,60.586,11.506,96.63,0.9,2.47,7.44,32.84
,549,BC549,118.78,38.79,135.537,28.518,119.356,8.818,0.22,24.879,0.199,36.2,12.015,0.99,0.87,98.14,6.88,30.75
,550,BC550,118.26,38.76,135.537,23.071,48.665,9.498,0.408,22.125,0.117,41.067,9.913,97.74,0.02,2.24,1.91,34.24
,551,BC551,118.26,38.86,105.97,34.466,80.529,10.553,0.354,30.252,0.173,64.076,12.307,30.31,13.34,56.35,4.34,31.39
,552,BC552,118.79,38.76,68.352,31.857,38.004,11.163,0.343,19.26,0.17,32.592,11.507,5.43,89.64,4.93,7.54,31.87
,553,BC553,118.86,38.92,116.625,19.981,117.056,15.2,0.296,29.47,0.118,45.121,12.355,85.92,0.34,13.74,7.46,35.12
,554,BC554,118.44,38.97,66.907,45.29,99.79,14.195,0.305,25.326,0.121,31.438,11.961,45.91,0.89,53.2,7.63,34.37
,555,BC555,118.49,38.78,72.959,19.042,119.062,11.756,0.533,14.56,0.199,9.537,12.332,0.0,100.0,0.0,5.35,33.6
,556,BC556,118.64,38.96,106.835,43.623,125.676,5.826,0.452,14.161,0.131,40.784,12.688,90.61,9.39,0.0,6.92,28.69
,557,BC557,118.74,38.98,37.158,41.745,126.584,9.25,0.482,23.535,0.152,145.733,12.869,88.7,4.25,7.05,6.79,34.49
,558,BC558,118.99,38.67,128.597,41.08,126.584,10.98,0.214,35.312,0.14,56.424,10.748,100.0,0.0,0.0,3.56,18.9
,559,BC559,118.75,38.83,48.439,47.731,99.488,7.104,0.484,16.402,0.024,44.016,11.995,100.0,0.0,0.0,6.63,32.46
,560,BC560,118.58,38.86,121.701,43.241,125.972,10.123,0.333,31.043,0.06,29.647,11.672,94.76,0.05,5.2,6.86,24.8
,561,BC561,118.59,38.76,110.2,24.247,126.584,11.591,0.267,25.483,0.142,24.407,12.934,25.46,64.02,10.52,7.4,28.68
,562,BC562,118.8,38.96,105.03,49.879,107.392,8.047,0.225,29.778,0.173,46.053,10.474,100.0,0.0,0.0,3.63,36.04
,563,BC563,118.99,38.83,75.258,6.615,126.584,12.267,0.309,18.822,0.127,43.53,12.967,66.41,0.91,32.67,7.34,28.39
,564,BC564,118.98,38.97,95.851,49.879,114.375,7.968,0.354,15.134,0.163,47.326,11.233,15.1,66.99,17.91,3.62,34.21
,565,BC565,118.26,38.83,33.048,38.172,91.436,6.256,0.463,14.431,0.173,43.719,12.091,0.0,100.0,0.0,6.58,29.59
,566,BC566,118.26,38.89,47.103,49.879,106.568,14.539,0.477,14.161,0.092,42.099,11.914,0.0,100.0,0.0,7.91,29.39
,567,BC567,118.78,38.82,18.07,33.622,70.365,8.133,0.418,28.614,0.192,34.71,11.504,95.67,4.33,0.0,4.32,32.33
,568,BC568,118.26,38.67,70.317,11.516,99.443,21.77,0.36,19.568,0.177,42.359,12.488,0.0,100.0,0.0,3.58,19.18
,569,BC569,118.97,38.86,108.756,40.87,54.16,7.815,0.344,25.587,0.127,48.246,12.093,99.99,0.01,0.0,5.53,36.04
,570,BC570,118.57,38.84,18.088,49.879,94.813,9.952,0.452,17.907,0.127,63.265,12.561,93.97,1.93,4.1,3.31,29.88
,571,BC571,118.89,38.88,90.689,33.173,109.886,9.581,0.431,24.761,0.03,42.995,12.406,93.36,4.79,1.85,4.54,21.91
,572,BC572,118.75,38.98,72.193,44.348,121.924,9.771,0.209,15.355,0.163,12.828,13.164,100.0,0.0,0.0,5.24,33.22
,573,BC573,118.46,38.81,133.648,39.075,113.576,9.805,0.286,30.286,0.117,45.475,12.088,0.21,79.3,20.49,7.12,28.09
,574,BC574,118.26,38.81,68.583,33.869,65.423,6.541,0.365,30.359,0.199,26.618,11.476,84.73,0.13,15.14,7.04,30.93
,575,BC575,118.26,38.93,93.703,30.619,49.994,13.041,0.199,27.294,0.177,42.018,8.633,83.65,0.14,16.21,4.98,34.78
,576,BC576,118.7,38.98,19.279,44.965,18.771,4.806,0.416,19.164,0.159,63.204,11.514,75.58,0.21,24.21,7.01,29.85
,577,BC577,118.73,38.96,78.399,28.364,110.626,11.548,0.312,33.709,0.165,52.14,12.668,0.0,100.0,0.0,3.45,27.42
,578,BC578,118.9,38.98,11.326,41.475,85.833,18.001,0.383,27.076,0.023,36.887,11.9,99.09,0.13,0.78,4.23,27.78
