station,sample number,longitude (° E),latitude (°N),Cr(mg/kg),Cu(mg/kg),Zn(mg/kg),As(mg/kg),Cd(mg/kg),Pb(mg/kg),Hg(mg/kg),Ni(mg/kg),Al2O3 (%),clay (%),silt (%),sand (%),"mean grain size(Mz, Φ)",water depth (m)
395,BC395,118.47,38.88,69.847,10.245,77.012,13.819,0.04,29.06,0.181,26.806,9.841,0.52,0.88,98.6,5.51,21.87
396,BC396,118.45,38.74,93.016,27.331,92.29,17.546,0.04,30.529,0.111,40.004,12.57,41.0,59.0,0.0,8.22,29.34
397,BC397,118.54,38.85,109.167,39.572,80.996,13.142,0.04,29.341,0.079,42.655,12.321,100.0,0.0,0.0,6.09,28.77
398,BC398,118.4,38.8,125.114,49.77,120.298,25.446,0.04,32.733,0.188,63.094,12.945,56.44,43.56,0.0,8.17,28.82
399,BC399,118.87,38.96,92.615,45.688,78.715,9.051,0.04,26.87,0.102,35.688,12.525,99.74,0.26,0.0,6.71,28.12
400,BC400,118.54,38.7,89.22,44.039,106.731,11.156,0.04,21.335,0.135,46.397,12.076,0.0,100.0,0.0,4.51,19.69
401,BC401,118.97,38.95,12.432,11.035,18.572,7.32,0.04,17.079,0.117,13.072,11.668,0.52,0.88,98.6,2.21,34.51
402,BC402,118.62,38.77,80.303,22.67,45.475,13.564,0.04,27.463,0.114,41.014,12.219,0.64,0.99,98.37,7.48,25.01
403,BC403,118.72,38.88,118.302,48.468,120.784,12.46,0.04,22.604,0.199,34.28,12.559,0.52,0.88,98.59,6.93,30.57
404,BC404,118.95,38.92,21.071,34.349,20.73,7.729,0.04,17.838,0.155,31.679,11.475,0.52,0.88,98.6,1.62,28.57
405,BC405,118.94,38.94,79.844,13.339,98.114,6.222,0.04,19.938,0.103,21.09,10.803,59.5,4.13,36.37,4.07,32.37
406,BC406,118.91,38.89,117.758,47.814,119.578,18.394,0.04,31.0,0.103,44.824,12.377,0.52,0.88,98.6,1.64,33.16
407,BC407,118.57,38.94,76.931,35.367,75.758,14.115,0.04,22.112,0.185,34.796,11.174,0.57,1.04,98.39,1.61,27.34
408,BC408,118.96,38.97,24.686,13.011,22.222,6.478,0.04,22.296,0.146,13.525,10.68,0.65,0.88,98.48,1.49,24.67
409,BC409,118.42,38.72,94.853,12.728,85.171,12.031,0.04,26.48,0.103,22.032,11.842,0.53,0.88,98.6,3.21,25.94
410,BC410,118.92,38.98,24.455,4.957,20.775,7.624,0.04,17.516,0.152,20.125,11.335,28.75,3.95,67.3,5.59,26.05
411,BC411,118.34,38.88,103.698,21.509,113.822,15.279,0.04,27.745,0.117,37.793,12.713,0.56,1.05,98.39,7.92,24.84
412,BC412,118.26,38.97,35.354,16.233,27.756,8.648,0.04,26.689,0.113,32.471,11.375,18.39,4.89,76.72,8.23,25.61
413,BC413,118.37,38.68,131.223,46.855,125.632,24.318,0.04,34.038,0.197,49.185,12.813,43.3,56.7,0.0,8.15,29.79
414,BC414,118.88,38.78,89.693,47.05,97.346,16.335,0.04,32.275,0.191,41.395,12.975,0.0,99.99,0.01,8.23,27.14
415,BC415,118.73,38.83,100.049,36.7,110.421,12.917,0.04,31.661,0.126,39.477,12.491,0.01,99.99,0.0,2.87,25.09
416,BC416,118.9,38.71,35.724,44.056,39.27,12.92,0.04,23.11,0.15,39.429,10.616,9.35,0.92,89.73,8.23,27.59
417,BC417,118.39,38.95,30.384,18.55,41.106,15.225,0.04,25.431,0.194,21.17,10.239,22.95,77.05,0.0,5.51,22.29
418,BC418,118.99,38.82,15.493,7.317,19.646,8.518,0.04,14.161,0.184,22.438,8.596,0.52,0.88,98.6,1.56,27.49
419,BC419,118.88,38.73,80.065,29.236,85.509,11.448,0.04,27.72,0.16,52.868,12.566,40.95,59.05,0.0,8.23,21.12
420,BC420,118.94,38.8,60.744,19.152,45.947,14.64,0.04,26.967,0.113,25.72,10.497,100.0,0.0,0.0,6.56,27.34
421,BC421,118.81,38.92,44.872,26.535,25.237,9.27,0.04,23.257,0.05,22.818,10.926,0.55,0.88,98.57,5.99,27.43
422,BC422,118.68,38.82,108.7,49.152,117.536,13.311,0.04,30.769,0.18,46.668,12.866,98.93,0.01,1.06,8.19,25.6
423,BC423,118.59,38.84,18.739,7.871,19.132,12.898,0.04,22.322,0.165,16.053,10.883,100.0,0.0,0.0,2.44,28.08
424,BC424,118.77,38.8,130.488,46.184,123.784,20.089,0.04,33.713,0.025,44.115,13.156,73.06,26.94,0.0,8.02,26.11
425,BC425,118.63,38.86,49.783,10.378,41.824,13.175,0.04,20.047,0.135,25.134,11.702,40.95,59.05,0.0,6.85,25.12
426,BC426,118.46,38.9,99.804,24.727,97.414,12.842,0.04,30.838,0.07,31.881,11.428,0.52,0.88,98.6,3.38,22.54
427,BC427,118.43,38.73,104.59,49.849,105.916,17.532,0.04,28.771,0.064,41.554,11.886,40.95,59.05,0.0,4.88,21.78
428,BC428,118.65,38.81,27.772,8.092,22.146,10.269,0.04,25.626,0.122,22.612,10.922,99.68,0.01,0.31,7.79,23.8
429,BC429,118.49,38.67,36.273,36.739,32.966,11.508,0.04,25.303,0.138,33.683,11.471,0.0,100.0,0.0,5.99,20.45
430,BC430,118.92,38.75,27.745,6.722,22.056,10.045,0.04,25.325,0.173,23.224,11.666,2.26,97.74,0.0,1.5,26.39
431,BC431,118.94,38.94,68.905,19.957,63.67,10.386,0.04,24.022,0.092,32.658,11.359,0.52,0.88,98.6,5.8,24.55
432,BC432,118.64,38.7,112.337,48.65,115.851,8.924,0.04,25.93,0.178,39.235,12.117,32.15,67.85,0.0,3.37,26.13
433,BC433,118.58,38.81,99.341,43.061,83.347,15.781,0.04,30.162,0.168,32.696,11.275,0.53,0.88,98.6,1.87,26.99
434,BC434,118.66,38.72,133.948,45.784,126.567,18.881,0.04,33.304,0.165,50.796,13.073,40.95,59.05,0.0,8.2,26.06
435,BC435,118.45,38.87,70.524,33.764,44.717,14.192,0.04,26.534,0.142,52.692,12.265,43.45,56.55,0.0,6.0,25.79
436,BC436,118.48,38.71,127.106,49.719,125.065,16.04,0.04,30.614,0.147,66.138,13.169,40.87,59.13,0.0,8.2,21.46
437,BC437,118.35,38.68,79.596,44.423,76.238,11.439,0.04,20.788,0.123,30.871,11.992,1.52,98.48,0.0,3.55,22.01
438,BC438,118.82,38.81,58.978,46.863,80.666,9.67,0.04,24.296,0.15,38.151,12.519,40.58,59.42,0.0,6.54,23.73
439,BC439,118.44,38.68,65.707,31.765,68.346,10.065,0.04,24.264,0.151,30.069,11.744,0.01,98.6,1.39,4.55,23.77
440,BC440,118.87,38.88,80.229,7.378,71.517,13.828,0.04,25.816,0.163,21.564,11.237,95.49,0.04,4.47,6.16,23.86
441,BC441,118.75,38.83,68.496,12.633,47.224,15.877,0.04,29.941,0.03,34.587,11.295,100.0,0.0,0.0,8.03,24.03
442,BC442,118.38,38.67,123.141,49.508,123.11,19.078,0.04,30.548,0.044,63.867,12.833,40.95,59.05,0.0,8.23,22.1
443,BC443,118.47,38.78,101.0,48.405,102.917,17.812,0.04,25.225,0.133,46.113,12.356,100.0,0.0,0.0,5.02,29.61
444,BC444,118.87,38.77,89.642,49.393,115.47,13.703,0.04,26.473,0.191,57.464,12.829,15.13,84.87,0.0,6.6,28.41
445,BC445,118.52,38.78,84.91,30.419,79.491,15.103,0.04,26.447,0.027,41.719,12.452,51.8,48.2,0.0,8.22,26.55
446,BC446,118.95,38.96,57.475,30.288,64.913,10.913,0.04,28.479,0.195,19.145,10.421,0.53,0.88,98.6,6.49,33.62
447,BC447,118.98,38.88,17.381,8.678,20.2,5.869,0.04,15.737,0.131,28.572,10.372,0.52,0.91,98.56,1.43,24.22
448,BC448,118.81,38.93,20.595,5.806,19.746,12.619,0.04,18.137,0.054,15.355,7.974,0.52,0.88,98.6,3.17,24.15
449,BC449,118.88,38.97,71.769,18.287,66.961,11.943,0.04,25.113,0.099,13.133,9.126,100.0,0.0,0.0,6.64,23.02
450,BC450,118.64,38.8,125.506,30.58,115.853,17.442,0.04,30.742,0.095,32.491,9.898,0.53,0.88,98.6,4.33,22.18
451,BC451,118.36,38.88,130.221,49.879,125.807,16.6,0.04,32.909,0.176,44.236,12.365,0.0,100.0,0.0,7.91,28.52
452,BC452,118.93,38.98,22.446,3.682,20.859,11.539,0.04,22.101,0.185,10.269,9.206,0.52,0.88,98.6,1.53,22.11
453,BC453,118.83,38.95,120.79,29.533,115.544,12.414,0.04,24.653,0.193,34.271,11.573,100.0,0.0,0.0,7.48,26.97
454,BC454,118.72,38.97,82.466,4.856,73.938,11.78,0.04,28.542,0.127,15.177,10.453,0.53,0.88,98.59,1.78,23.24
455,BC455,118.71,38.85,131.318,44.616,124.567,20.627,0.04,32.683,0.103,48.535,11.745,73.96,26.04,0.0,7.77,27.9
456,BC456,118.51,38.7,35.299,33.376,30.87,8.01,0.04,21.47,0.158,32.178,11.96,40.94,59.06,0.0,8.23,16.51
457,BC457,118.83,38.7,19.174,32.462,28.127,11.462,0.04,24.222,0.155,30.204,11.471,4.34,30.9,64.75,1.64,28.91
458,BC458,118.79,38.97,21.72,5.404,22.227,9.897,0.04,18.681,0.1,20.148,8.715,100.0,0.0,0.0,6.55,27.37
459,BC459,118.61,38.87,80.879,34.189,88.025,12.577,0.04,28.709,0.119,31.249,10.782,0.52,0.88,98.6,1.56,30.16
460,BC460,118.47,38.89,85.865,29.7,104.977,12.487,0.04,20.85,0.178,38.025,10.227,0.52,0.88,98.6,4.27,30.83
461,BC461,118.43,38.81,126.547,46.929,122.293,16.643,0.04,30.841,0.178,75.071,13.044,41.3,58.7,0.0,8.23,22.96
462,BC462,118.29,38.96,41.688,8.979,29.55,12.027,0.04,24.451,0.142,22.549,11.562,0.53,0.88,98.6,7.69,24.25
463,BC463,118.44,38.93,27.758,3.963,24.722,10.24,0.04,19.214,0.147,12.201,8.052,0.52,0.88,98.6,1.56,28.17
464,BC464,118.9,38.94,14.323,3.86,18.546,13.618,0.04,19.928,0.058,11.728,8.826,0.52,0.88,98.6,1.71,24.21
465,BC465,118.96,38.87,14.174,4.083,18.644,6.717,0.04,20.559,0.139,9.681,8.709,0.52,0.88,98.6,1.55,26.89
466,BC466,118.41,38.86,87.909,41.3,100.956,15.553,0.04,32.88,0.117,35.879,13.069,40.88,59.12,0.0,6.51,31.99
467,BC467,118.65,38.84,52.31,40.694,75.857,12.102,0.04,31.374,0.185,45.311,12.839,6.55,93.45,0.0,7.89,24.22
468,BC468,118.96,38.73,20.798,9.573,19.383,9.62,0.04,19.77,0.187,14.284,10.373,0.52,0.88,98.6,3.77,29.51
469,BC469,118.61,38.79,132.751,41.442,124.546,14.071,0.04,29.469,0.115,48.199,12.407,0.27,50.1,49.63,7.81,29.99
470,BC470,118.84,38.73,29.817,25.99,23.343,11.005,0.04,23.948,0.181,17.397,9.439,3.18,20.64,76.18,7.98,24.24
471,BC471,118.53,38.88,76.065,35.598,76.301,14.651,0.04,26.091,0.18,26.203,11.575,86.39,0.32,13.29,5.23,21.95
472,BC472,118.86,38.98,41.97,7.582,28.502,8.448,0.04,20.644,0.125,16.673,9.357,0.52,0.9,98.58,1.4,26.18
473,BC473,118.91,38.85,74.259,10.655,86.604,6.454,0.04,18.68,0.154,28.6,11.782,100.0,0.0,0.0,8.06,28.26
474,BC474,118.47,38.72,133.936,49.847,123.638,25.085,0.04,34.484,0.056,43.701,12.686,40.95,59.05,0.0,8.23,27.15
475,BC475,118.39,38.73,134.07,48.913,126.212,18.525,0.04,32.858,0.152,54.26,12.578,41.65,58.35,0.0,8.23,18.85
476,BC476,118.46,38.79,127.614,48.198,119.881,15.619,0.04,33.2,0.061,49.057,13.139,40.95,59.05,0.0,8.22,25.65
477,BC477,118.52,38.84,95.219,43.56,92.133,11.712,0.04,27.76,0.102,31.799,12.541,0.52,0.94,98.53,7.38,18.47
478,BC478,118.64,38.95,92.18,25.625,91.909,16.224,0.04,28.942,0.132,23.174,12.918,0.0,100.0,0.0,6.76,24.91
479,BC479,118.6,38.97,86.137,13.989,66.368,11.397,0.04,21.295,0.155,30.164,10.552,0.52,0.88,98.6,1.45,24.53
480,BC480,118.28,38.76,123.719,38.304,116.721,19.308,0.04,31.67,0.083,51.13,12.709,40.95,59.05,0.0,7.92,26.6
481,BC481,118.82,38.92,106.271,43.2,107.406,14.908,0.04,29.551,0.118,25.556,12.123,100.0,0.0,0.0,7.8,28.56
482,BC482,118.75,38.94,63.191,4.753,47.751,11.698,0.04,27.767,0.177,37.371,12.332,40.95,59.05,0.0,8.23,27.37
483,BC483,118.92,38.9,75.622,45.166,76.973,15.847,0.04,27.476,0.092,29.741,12.269,0.56,0.88,98.56,3.79,26.23
484,BC484,118.69,38.9,98.829,20.306,50.342,21.306,0.04,34.498,0.015,52.257,12.768,100.0,0.0,0.0,7.48,22.79
485,BC485,118.48,38.8,133.78,49.876,126.382,16.299,0.04,32.723,0.06,79.592,13.127,0.0,100.0,0.0,8.23,34.22
486,BC486,118.71,38.92,23.611,3.857,24.437,13.638,0.04,25.666,0.169,16.621,11.007,0.53,0.94,98.53,3.23,25.32
487,BC487,118.32,38.83,72.277,46.039,84.034,12.526,0.04,30.486,0.13,24.011,11.923,30.41,69.59,0.0,4.22,16.47
488,BC488,118.87,38.85,91.542,38.577,73.706,7.822,0.04,23.001,0.165,49.149,13.089,0.02,96.18,3.8,3.21,30.07
489,BC489,118.73,38.83,134.032,49.878,126.517,22.713,0.04,34.604,0.054,105.641,13.038,13.05,86.95,0.0,7.07,33.77
490,BC490,118.92,38.79,67.008,38.242,45.201,12.203,0.04,18.328,0.196,16.401,10.413,0.53,0.88,98.6,1.77,29.29
491,BC491,118.58,38.89,114.26,23.074,118.168,15.742,0.04,31.376,0.047,46.03,13.081,0.59,1.17,98.24,2.05,30.86
492,BC492,118.84,38.84,127.434,44.87,125.511,13.422,0.04,23.818,0.13,51.359,12.898,0.54,1.0,98.46,8.03,31.31
493,BC493,118.77,38.81,101.079,48.609,97.203,10.716,0.04,26.232,0.145,35.467,12.614,68.41,31.59,0.0,8.2,32.53
494,BC494,118.4,38.68,122.102,47.467,118.532,19.724,0.04,31.772,0.182,66.023,12.28,35.63,1.7,62.68,8.22,29.11
495,BC495,118.74,38.8,47.687,21.573,53.082,12.142,0.04,26.325,0.194,29.188,11.71,50.5,49.5,0.0,8.17,25.84
496,BC496,118.6,38.75,86.215,41.862,70.964,11.066,0.04,27.607,0.056,27.897,10.427,1.4,98.6,0.0,4.13,24.94
497,BC497,118.26,38.71,135.216,49.822,126.448,25.446,0.04,34.268,0.187,69.103,13.134,40.95,59.05,0.0,8.23,14.37
498,BC498,118.61,38.92,83.743,36.495,86.157,16.333,0.04,24.548,0.151,23.299,12.29,13.82,86.17,0.01,4.66,22.86
499,BC499,118.82,38.73,70.142,31.915,75.913,11.48,0.04,26.396,0.077,26.364,10.947,0.53,1.54,97.93,8.22,26.7
500,BC500,118.82,38.98,45.94,4.006,51.226,6.875,0.04,19.525,0.099,10.273,10.039,99.84,0.0,0.16,4.97,22.43
501,BC501,118.34,38.71,116.436,26.013,118.041,12.042,0.04,25.379,0.155,26.931,12.24,0.19,92.28,7.53,5.65,28.86
502,BC502,118.91,38.76,91.465,42.638,101.267,11.811,0.04,26.439,0.145,40.304,11.694,1.14,98.86,0.0,3.53,30.43
503,BC503,118.48,38.9,128.586,49.875,124.893,18.754,0.04,33.13,0.189,64.911,13.315,100.0,0.0,0.0,8.21,33.52
504,BC504,118.83,38.82,22.01,4.833,20.539,5.669,0.04,19.141,0.179,19.505,9.458,0.53,0.88,98.6,1.43,27.86
505,BC505,118.63,38.94,114.432,30.322,80.041,15.35,0.04,30.098,0.033,31.604,11.926,0.53,0.88,98.6,2.98,25.38
506,BC506,118.64,38.77,82.872,49.741,95.786,10.033,0.04,27.955,0.183,31.968,12.549,30.53,69.47,0.0,8.08,25.05
507,BC507,118.34,38.92,107.038,47.431,96.668,14.325,0.04,31.659,0.161,42.82,12.817,99.97,0.03,0.0,3.92,26.0
508,BC508,118.96,38.93,89.702,14.547,67.182,11.558,0.04,26.985,0.164,14.909,9.685,0.53,0.88,98.6,1.49,27.51
509,BC509,118.78,38.93,12.006,3.657,18.438,12.041,0.04,19.363,0.074,8.664,6.436,0.52,0.88,98.6,1.4,23.56
510,BC510,118.6,38.89,49.289,24.575,37.982,13.258,0.04,24.578,0.098,19.001,10.994,42.21,57.79,0.0,7.6,20.52
511,BC511,118.77,38.75,64.099,29.092,79.466,14.437,0.04,28.405,0.158,46.856,12.286,99.48,0.52,0.0,7.67,30.87
512,BC512,118.71,38.87,54.292,39.555,77.474,15.629,0.04,27.881,0.181,32.592,12.455,0.0,99.86,0.14,2.66,19.96
513,BC513,118.68,38.73,122.781,47.597,121.525,13.559,0.04,30.439,0.15,41.425,12.651,40.84,59.16,0.0,5.93,18.97
514,BC514,118.98,38.88,48.889,3.663,34.095,11.385,0.04,20.743,0.041,15.393,9.415,0.52,0.88,98.6,1.4,31.32
515,BC515,118.49,38.8,90.126,44.389,80.533,17.151,0.04,25.775,0.164,48.885,12.44,90.63,2.08,7.29,8.23,19.63
516,BC516,118.27,38.82,129.794,44.632,118.067,17.348,0.04,28.905,0.186,52.945,11.857,0.64,13.0,86.36,6.01,23.96
517,BC517,118.97,38.81,28.431,27.038,23.186,8.272,0.04,20.017,0.193,32.623,11.511,0.17,99.82,0.0,1.55,23.87
518,BC518,118.67,38.86,118.119,48.563,124.597,14.173,0.04,30.228,0.197,40.361,12.82,41.04,58.96,0.0,7.11,22.25
519,BC519,118.73,38.94,123.921,48.026,112.079,14.19,0.04,28.348,0.158,33.047,12.391,1.99,0.86,97.14,7.41,36.04
520,BC520,118.99,38.89,37.019,49.004,47.95,7.166,0.04,18.208,0.169,31.055,11.444,0.52,0.88,98.6,4.25,34.8
521,BC521,118.88,38.82,69.495,27.641,58.135,7.467,0.04,22.48,0.164,28.454,12.219,0.34,38.03,61.63,2.81,31.45
522,BC522,118.49,38.91,128.989,49.036,121.141,18.269,0.04,32.406,0.078,71.084,13.117,41.85,58.15,0.0,8.03,23.9
523,BC523,118.44,38.72,123.619,36.534,121.336,20.647,0.04,31.659,0.122,60.239,12.643,13.91,86.09,0.0,5.56,23.47
524,BC524,118.65,38.69,86.58,38.445,61.424,21.163,0.04,29.948,0.112,54.347,12.005,0.32,99.66,0.03,8.01,22.98
525,BC525,118.43,38.67,134.371,48.942,126.309,19.01,0.04,27.165,0.104,73.312,12.537,70.5,29.5,0.0,8.21,21.82
526,BC526,118.4,38.69,133.158,46.696,126.137,16.868,0.04,30.063,0.193,56.214,12.136,40.95,59.05,0.0,7.54,28.19
527,BC527,118.6,38.73,120.886,47.628,119.2,18.037,0.04,29.59,0.154,43.525,11.866,0.53,0.88,98.59,4.22,30.45
528,BC528,118.81,38.89,91.532,42.465,81.989,16.355,0.04,27.444,0.062,35.736,12.161,43.46,56.54,0.0,6.13,29.96
529,BC529,118.76,38.81,132.134,48.848,125.483,16.832,0.04,30.749,0.16,44.862,11.994,41.13,58.87,0.0,8.23,27.32
530,BC530,118.78,38.96,42.908,8.31,42.715,11.927,0.04,21.503,0.193,18.513,7.3,0.52,0.88,98.6,1.42,25.0
531,BC531,118.95,38.94,77.876,20.595,60.735,9.124,0.04,21.328,0.091,25.715,11.14,0.52,0.88,98.6,2.72,31.71
532,BC532,118.81,38.86,127.521,37.443,122.047,11.761,0.04,27.964,0.176,35.028,11.719,0.53,0.88,98.59,1.79,25.42
533,BC533,118.4,38.85,135.225,49.685,126.56,19.44,0.04,34.14,0.169,73.276,13.17,7.71,92.29,0.0,8.06,29.1
534,BC534,118.46,38.86,53.621,10.023,41.666,13.653,0.04,22.129,0.185,25.74,9.961,0.52,0.88,98.6,1.54,19.58
535,BC535,118.45,38.94,80.834,18.826,70.565,10.094,0.04,21.271,0.053,22.336,10.592,0.52,0.88,98.6,6.6,25.3
536,BC536,118.73,38.92,75.805,45.108,92.475,10.576,0.04,24.631,0.175,40.766,12.727,0.0,100.0,0.0,2.54,25.55
537,BC537,118.84,38.93,132.716,46.207,125.718,12.008,0.04,30.815,0.036,34.314,12.954,40.95,59.05,0.0,4.26,30.55
538,BC538,118.69,38.68,77.089,43.638,106.587,16.419,0.04,30.833,0.143,58.507,12.94,40.95,59.05,0.0,7.87,30.01
539,BC539,118.73,38.88,40.058,24.688,29.421,10.257,0.04,21.179,0.091,19.964,10.7,2.92,0.86,96.23,4.09,28.27
540,BC540,118.79,38.87,122.583,31.229,114.265,19.054,0.04,31.464,0.189,27.26,10.518,97.14,0.03,2.83,7.97,26.4
541,BC541,118.99,38.96,18.012,5.933,19.927,8.33,0.04,21.584,0.143,10.965,8.499,0.52,0.88,98.6,1.54,30.0
542,BC542,118.48,38.71,90.901,11.687,85.647,11.889,0.04,29.271,0.117,28.501,11.906,33.2,66.8,0.0,7.48,20.0
543,BC543,118.95,38.76,111.899,38.765,101.711,15.087,0.04,29.554,0.058,37.081,11.777,0.0,99.99,0.01,4.11,22.35
544,BC544,118.35,38.72,106.463,49.209,101.158,17.072,0.04,28.174,0.108,47.747,12.514,100.0,0.0,0.0,8.09,26.25
545,BC545,118.77,38.95,25.216,8.034,39.026,4.806,0.04,17.826,0.114,36.669,11.748,0.52,0.88,98.6,3.45,27.96
546,BC546,118.44,38.86,88.997,46.108,81.105,14.278,0.04,27.553,0.121,40.973,12.786,0.66,2.05,97.29,7.33,29.4
547,BC547,118.82,38.74,131.521,38.288,125.238,11.657,0.04,29.732,0.123,62.856,12.856,41.46,58.54,0.0,8.23,22.04
548,BC548,118.35,38.94,81.626,14.546,35.534,17.298,0.04,29.106,0.063,19.244,11.46,43.11,56.89,0.0,4.69,21.07
549,BC549,118.36,38.86,87.105,29.99,83.718,11.584,0.04,21.615,0.197,23.002,11.847,0.07,99.93,0.0,5.08,20.9
550,BC550,118.44,38.87,128.588,46.59,124.871,17.389,0.04,32.356,0.098,63.834,13.151,40.95,59.05,0.0,7.8,28.47
551,BC551,118.83,38.98,56.444,31.532,51.091,11.099,0.04,18.33,0.165,15.59,8.724,0.52,0.88,98.6,1.99,27.87
552,BC552,118.65,38.89,47.045,15.317,52.836,10.446,0.04,25.041,0.161,34.956,11.019,0.01,98.92,1.07,2.72,20.53
553,BC553,118.79,38.78,30.885,27.943,35.9,14.645,0.04,26.112,0.161,49.102,12.716,0.0,100.0,0.0,3.33,32.43
554,BC554,118.85,38.81,121.101,38.555,123.545,12.765,0.04,29.471,0.17,38.416,11.604,0.52,0.9,98.58,3.55,26.87
555,BC555,118.53,38.69,109.149,33.231,83.246,13.631,0.04,29.171,0.152,33.526,11.494,44.37,55.63,0.0,8.06,25.03
556,BC556,118.31,38.7,43.108,9.113,34.869,13.392,0.04,29.329,0.182,25.445,10.738,0.0,99.98,0.02,7.17,24.33
557,BC557,118.71,38.75,131.661,43.433,126.052,20.628,0.04,34.072,0.147,68.958,12.978,91.99,0.1,7.92,8.23,36.04
558,BC558,118.53,38.79,126.084,49.54,122.855,17.781,0.04,31.322,0.081,83.505,11.908,0.62,0.88,98.5,7.94,26.21
559,BC559,118.73,38.81,125.686,45.482,125.303,13.694,0.04,30.443,0.091,54.976,12.795,38.92,61.08,0.0,8.23,25.83
560,BC560,118.89,38.92,113.613,43.143,108.29,13.04,0.04,30.573,0.18,32.551,11.516,100.0,0.0,0.0,7.28,28.11
561,BC561,118.85,38.73,128.576,47.855,124.579,9.79,0.04,24.783,0.154,40.122,12.451,41.34,58.66,0.0,8.2,30.45
562,BC562,118.75,38.82,135.079,49.847,126.575,17.151,0.04,33.417,0.189,46.058,12.866,40.93,59.07,0.0,4.59,24.97
563,BC563,118.48,38.92,106.304,42.441,113.778,10.497,0.04,24.189,0.182,57.021,12.535,0.0,100.0,0.0,3.07,27.32
564,BC564,118.87,38.9,12.786,4.266,18.824,7.755,0.04,20.309,0.17,8.255,9.808,0.52,0.88,98.6,1.4,23.66
565,BC565,118.73,38.89,19.418,5.212,20.695,6.533,0.04,17.946,0.195,15.323,10.482,0.52,0.88,98.6,2.7,27.64
566,BC566,118.66,38.68,134.395,49.835,126.38,22.297,0.04,34.481,0.042,77.203,13.013,29.48,70.52,0.0,8.22,24.24
567,BC567,118.49,38.77,130.79,49.856,125.434,20.552,0.04,31.197,0.074,62.555,12.36,0.08,84.1,15.81,7.52,20.05
568,BC568,118.97,38.9,24.392,10.708,24.534,14.182,0.04,20.237,0.063,14.063,8.252,0.57,1.14,98.28,1.57,24.8
569,BC569,118.78,38.92,29.214,25.623,24.235,12.871,0.04,17.305,0.184,17.556,10.597,100.0,0.0,0.0,2.36,27.65
570,BC570,118.68,38.76,124.444,49.688,121.216,11.558,0.04,29.751,0.049,54.28,12.412,0.52,0.88,98.6,7.45,27.54
571,BC571,118.46,38.97,32.632,5.893,25.926,9.772,0.04,23.384,0.153,14.682,9.299,98.81,0.01,1.18,4.44,20.6
572,BC572,118.39,38.92,121.101,49.023,122.39,13.435,0.04,31.305,0.102,44.867,12.806,45.65,54.35,0.0,8.22,20.57
573,BC573,118.51,38.74,118.083,46.358,121.341,12.619,0.04,30.199,0.125,72.329,12.986,51.95,48.05,0.0,8.22,28.19
574,BC574,118.54,38.74,101.354,29.174,119.156,13.052,0.04,25.037,0.198,56.195,13.097,0.0,100.0,0.0,8.23,32.61
575,BC575,118.79,38.8,63.812,39.471,59.859,17.085,0.04,29.267,0.11,31.477,11.887,0.52,0.88,98.6,1.4,24.96
576,BC576,118.85,38.83,121.796,46.322,123.429,12.05,0.04,27.757,0.104,45.712,12.609,39.55,60.45,0.0,8.18,23.24
577,BC577,118.77,38.88,87.958,44.702,94.059,11.355,0.04,25.171,0.152,34.731,12.163,3.67,1.2,95.14,6.79,19.62
578,BC578,118.41,38.91,26.592,7.48,22.586,13.341,0.04,24.2,0.077,20.965,11.23,0.52,0.88,98.6,1.73,18.13
579,BC579,118.36,38.68,132.391,43.667,120.878,13.859,0.04,33.323,0.128,62.857,13.042,40.95,59.05,0.0,8.23,27.55
580,BC580,118.49,38.92,98.76,29.194,109.168,12.956,0.04,31.624,0.091,40.112,12.399,84.73,15.27,0.0,6.35,26.03
581,BC581,118.59,38.9,128.449,42.587,122.561,15.736,0.04,30.12,0.057,31.424,11.533,0.53,0.88,98.6,5.53,27.47
582,BC582,118.56,38.91,133.5,39.202,125.54,21.584,0.04,32.728,0.173,40.081,12.81,100.0,0.0,0.0,8.19,28.19
583,BC583,118.79,38.87,121.201,44.692,115.31,17.526,0.04,26.105,0.137,43.283,12.211,99.99,0.01,0.0,4.65,23.79
584,BC584,118.77,38.8,133.586,37.228,125.284,15.263,0.04,30.743,0.049,49.406,12.732,97.62,2.38,0.0,7.51,20.36
585,BC585,118.82,38.97,34.705,7.296,28.738,11.788,0.04,24.943,0.148,20.504,9.834,100.0,0.0,0.0,5.54,27.64
586,BC586,118.61,38.98,24.637,3.878,30.926,5.784,0.04,21.508,0.106,17.184,10.047,0.52,0.88,98.6,1.44,19.84
587,BC587,118.57,38.95,123.704,41.386,118.779,16.518,0.04,27.331,0.158,53.074,11.855,4.05,7.3,88.65,4.31,22.0
588,BC588,118.31,38.79,132.942,46.446,124.897,18.145,0.04,34.069,0.096,43.388,12.522,40.95,59.05,0.0,7.09,31.3
589,BC589,118.54,38.68,37.012,29.813,29.875,12.994,0.04,26.851,0.196,43.515,12.522,0.52,0.88,98.6,7.53,30.22
590,BC590,118.69,38.94,67.345,41.319,41.736,10.932,0.04,27.524,0.186,50.028,11.671,0.59,0.88,98.53,7.12,24.21
591,BC591,118.63,38.71,42.843,40.737,37.601,13.115,0.04,25.142,0.02,31.603,11.57,0.0,100.0,0.0,5.71,22.11
